timestamp,cpu_usage,memory_usage,request_rate,error_rate
2026-04-25T09:31:04.702995,49.26,49.12,144.88,0.0249
2026-04-25T09:26:04.702995,53.58,65.67,110.22,0.0172
2026-04-25T09:21:04.702995,38.14,48.11,121.69,0.0208
2026-04-25T09:16:04.702995,31.81,44.53,138.87,0.0256
2026-04-25T09:11:04.702995,32.39,51.4,148.59,0.0197
2026-04-25T09:06:04.702995,30.01,68.71,149.34,0.0114
2026-04-25T09:01:04.702995,44.85,55.25,106.91,0.0115
2026-04-25T08:56:04.702995,49.85,55.88,143.36,0.025
2026-04-25T08:51:04.702995,30.43,52.18,141.75,0.0223
2026-04-25T08:46:04.702995,57.86,42.94,110.48,0.0207
2026-04-25T08:41:04.702995,56.79,51.92,109.29,0.018
2026-04-25T08:36:04.702995,48.73,47.88,127.48,0.0107
2026-04-25T08:31:04.702995,41.83,57.33,139.78,0.0203
2026-04-25T08:26:04.702995,36.35,55.42,120.5,0.0245
2026-04-25T08:21:04.702995,41.8,63.57,134.7,0.0147
2026-04-25T08:16:04.702995,33.68,50.27,147.77,0.0181
2026-04-25T08:11:04.702995,56.62,51.48,126.37,0.0224
2026-04-25T08:06:04.702995,46.71,63.2,120.65,0.0282
2026-04-25T08:01:04.702995,47.58,68.12,122.37,0.0119
2026-04-25T07:56:04.702995,37.31,63.5,104.34,0.0259
2026-04-25T07:51:04.702995,33.82,41.58,104.06,0.0289
2026-04-25T07:46:04.702995,55.9,69.18,105.2,0.0141
2026-04-25T07:41:04.702995,49.62,52.33,109.0,0.0173
2026-04-25T07:36:04.702995,40.59,43.95,134.24,0.0155
2026-04-25T07:31:04.702995,34.54,61.65,110.27,0.0155
2026-04-25T07:26:04.702995,43.4,53.92,100.57,0.0234
2026-04-25T07:21:04.702995,47.25,42.82,108.24,0.0104
2026-04-25T07:16:04.702995,46.22,52.36,143.1,0.0113
2026-04-25T07:11:04.702995,33.52,62.89,135.35,0.0129
2026-04-25T07:06:04.702995,46.56,43.49,125.58,0.013
2026-04-25T07:01:04.702995,36.48,54.22,135.63,0.0123
2026-04-25T06:56:04.702995,33.04,62.14,138.58,0.0199
2026-04-25T06:51:04.702995,41.12,57.0,149.86,0.0183
2026-04-25T06:46:04.702995,49.55,56.33,123.87,0.0224
2026-04-25T06:41:04.702995,46.92,53.86,137.27,0.0256
2026-04-25T06:36:04.702995,35.26,52.1,131.29,0.0272
2026-04-25T06:31:04.702995,31.32,60.31,110.75,0.0117
2026-04-25T06:26:04.702995,57.43,41.03,103.97,0.0261
2026-04-25T06:21:04.702995,57.62,65.41,137.13,0.0263
2026-04-25T06:16:04.702995,42.33,42.48,130.26,0.012
2026-04-25T06:11:04.702995,59.74,61.17,113.4,0.0202
2026-04-25T06:06:04.702995,41.93,59.62,139.05,0.0189
2026-04-25T06:01:04.702995,53.25,51.21,110.56,0.0191
2026-04-25T05:56:04.702995,47.32,44.72,128.6,0.026
2026-04-25T05:51:04.702995,40.34,42.65,149.89,0.0103
2026-04-25T05:46:04.702995,34.85,50.58,119.35,0.0208
2026-04-25T05:41:04.702995,45.93,62.46,144.67,0.0202
2026-04-25T05:36:04.702995,52.88,62.43,111.23,0.0112
2026-04-25T05:31:04.702995,39.19,57.93,130.39,0.0125
2026-04-25T05:26:04.702995,53.91,47.69,121.82,0.0282
2026-04-25T05:21:04.702995,38.11,51.77,128.84,0.0162
2026-04-25T05:16:04.702995,55.98,58.89,131.48,0.022
2026-04-25T05:11:04.702995,52.06,53.53,142.82,0.0118
2026-04-25T05:06:04.702995,44.31,46.25,147.65,0.0274
2026-04-25T05:01:04.702995,44.08,45.55,118.98,0.0188
2026-04-25T04:56:04.702995,47.28,43.36,105.77,0.0219
2026-04-25T04:51:04.702995,59.95,56.32,119.86,0.0211
2026-04-25T04:46:04.702995,42.22,40.99,132.96,0.0141
2026-04-25T04:41:04.702995,37.48,58.87,108.22,0.0243
2026-04-25T04:36:04.702995,32.18,53.72,138.63,0.0192
2026-04-25T04:31:04.702995,32.68,40.49,119.46,0.0127
2026-04-25T04:26:04.702995,41.8,58.15,148.81,0.0153
2026-04-25T04:21:04.702995,43.78,64.2,107.88,0.0104
2026-04-25T04:16:04.702995,55.03,51.01,129.51,0.0102
2026-04-25T04:11:04.702995,44.32,46.0,109.28,0.0142
2026-04-25T04:06:04.702995,47.88,62.19,100.37,0.0278
2026-04-25T04:01:04.702995,36.05,48.2,111.95,0.0144
2026-04-25T03:56:04.702995,36.39,68.7,121.51,0.0143
2026-04-25T03:51:04.702995,32.31,44.59,115.66,0.0265
2026-04-25T03:46:04.702995,31.77,64.01,127.62,0.0299
2026-04-25T03:41:04.702995,41.74,52.11,124.41,0.0106
2026-04-25T03:36:04.702995,34.42,61.22,122.15,0.0136
2026-04-25T03:31:04.702995,59.0,65.1,114.57,0.0245
2026-04-25T03:26:04.702995,42.62,55.38,119.95,0.0219
2026-04-25T03:21:04.702995,47.86,69.81,114.31,0.0128
2026-04-25T03:16:04.702995,32.56,40.77,143.5,0.0259
2026-04-25T03:11:04.702995,32.1,48.55,106.04,0.0188
2026-04-25T03:06:04.702995,51.96,53.07,136.86,0.0243
2026-04-25T03:01:04.702995,34.47,52.23,110.38,0.0198
2026-04-25T02:56:04.702995,34.76,47.2,124.34,0.0111
2026-04-25T02:51:04.702995,33.33,62.81,123.89,0.0263
2026-04-25T02:46:04.702995,30.57,45.93,114.6,0.0163
2026-04-25T02:41:04.702995,43.16,62.3,141.43,0.0241
2026-04-25T02:36:04.702995,38.72,50.73,124.61,0.011
2026-04-25T02:31:04.702995,36.14,48.59,105.17,0.0177
2026-04-25T02:26:04.702995,52.15,44.82,123.74,0.0159
2026-04-25T02:21:04.702995,51.07,59.49,137.38,0.0248
2026-04-25T02:16:04.702995,51.53,55.45,109.9,0.0194
2026-04-25T02:11:04.702995,55.26,68.34,134.27,0.0138
2026-04-25T02:06:04.702995,44.59,50.46,109.06,0.0251
2026-04-25T02:01:04.702995,57.36,53.15,145.13,0.0208
2026-04-25T01:56:04.702995,59.5,43.42,134.9,0.0119
2026-04-25T01:51:04.702995,38.5,59.06,120.15,0.0257
2026-04-25T01:46:04.702995,34.25,63.78,128.43,0.0292
2026-04-25T01:41:04.702995,41.53,45.52,126.64,0.0185
2026-04-25T01:36:04.702995,36.83,69.14,108.44,0.0125
2026-04-25T01:31:04.702995,37.22,62.07,129.11,0.0111
2026-04-25T01:26:04.702995,44.88,61.87,127.9,0.0258
2026-04-25T01:21:04.702995,44.98,64.55,141.36,0.0118
2026-04-25T01:16:04.702995,41.51,40.6,120.14,0.0291
2026-04-25T01:11:04.702995,56.24,57.44,130.58,0.0168
2026-04-25T01:06:04.702995,40.19,61.64,142.09,0.0107
2026-04-25T01:01:04.702995,52.04,55.68,101.7,0.0239
2026-04-25T00:56:04.702995,38.84,67.98,119.98,0.0163
2026-04-25T00:51:04.702995,41.41,58.74,120.44,0.0161
2026-04-25T00:46:04.702995,37.78,56.97,114.78,0.0163
2026-04-25T00:41:04.702995,36.87,63.87,137.21,0.0223
2026-04-25T00:36:04.702995,50.74,64.63,122.99,0.0117
2026-04-25T00:31:04.702995,35.68,42.24,126.22,0.0197
2026-04-25T00:26:04.702995,54.57,65.55,103.92,0.026
2026-04-25T00:21:04.702995,35.91,49.35,134.44,0.0294
2026-04-25T00:16:04.702995,43.13,63.42,111.3,0.0233
2026-04-25T00:11:04.702995,59.72,45.14,148.52,0.015
2026-04-25T00:06:04.702995,51.05,66.66,139.73,0.0266
2026-04-25T00:01:04.702995,58.42,51.37,125.54,0.0253
2026-04-24T23:56:04.702995,41.75,44.58,122.21,0.0131
2026-04-24T23:51:04.702995,41.19,65.44,143.95,0.0125
2026-04-24T23:46:04.702995,33.26,46.75,105.66,0.0212
2026-04-24T23:41:04.702995,42.45,48.13,122.15,0.0289
2026-04-24T23:36:04.702995,59.81,62.56,122.7,0.0207
2026-04-24T23:31:04.702995,56.44,43.74,113.65,0.0132
2026-04-24T23:26:04.702995,33.91,57.38,104.82,0.0206
2026-04-24T23:21:04.702995,53.9,60.84,136.14,0.0116
2026-04-24T23:16:04.702995,36.02,48.0,132.05,0.0271
2026-04-24T23:11:04.702995,56.15,58.13,134.75,0.0195
2026-04-24T23:06:04.702995,53.69,46.4,119.49,0.0118
2026-04-24T23:01:04.702995,50.69,46.41,101.75,0.0249
2026-04-24T22:56:04.702995,53.27,49.39,139.47,0.0226
2026-04-24T22:51:04.702995,36.47,50.29,145.23,0.012
2026-04-24T22:46:04.702995,42.2,67.35,145.1,0.01
2026-04-24T22:41:04.702995,44.41,42.09,134.63,0.0102
2026-04-24T22:36:04.702995,43.03,49.11,134.4,0.0141
2026-04-24T22:31:04.702995,54.32,63.21,126.97,0.0294
2026-04-24T22:26:04.702995,31.01,52.69,105.75,0.0202
2026-04-24T22:21:04.702995,52.35,55.28,110.54,0.0231
2026-04-24T22:16:04.702995,40.18,43.58,118.59,0.0223
2026-04-24T22:11:04.702995,53.76,67.03,111.61,0.027
2026-04-24T22:06:04.702995,52.94,47.01,119.27,0.0143
2026-04-24T22:01:04.702995,41.37,54.1,122.78,0.0233
2026-04-24T21:56:04.702995,50.2,43.52,119.91,0.0103
2026-04-24T21:51:04.702995,31.65,62.36,119.07,0.0198
2026-04-24T21:46:04.702995,36.18,41.46,120.9,0.0293
2026-04-24T21:41:04.702995,44.48,43.1,130.22,0.0289
2026-04-24T21:36:04.702995,40.19,58.7,100.63,0.0273
2026-04-24T21:31:04.702995,30.21,55.59,125.46,0.0138
2026-04-24T21:26:04.702995,41.71,49.41,148.93,0.0252
2026-04-24T21:21:04.702995,37.57,61.62,140.08,0.0146
2026-04-24T21:16:04.702995,33.54,52.52,147.21,0.0279
2026-04-24T21:11:04.702995,44.52,54.27,111.33,0.0105
2026-04-24T21:06:04.702995,41.28,62.33,122.97,0.0279
2026-04-24T21:01:04.702995,48.3,61.41,125.67,0.0203
2026-04-24T20:56:04.702995,52.72,68.1,144.31,0.0139
2026-04-24T20:51:04.702995,31.99,49.35,109.37,0.0174
2026-04-24T20:46:04.702995,33.07,65.65,101.92,0.0186
2026-04-24T20:41:04.702995,41.42,46.31,138.95,0.0265
2026-04-24T20:36:04.702995,43.55,59.11,129.36,0.0157
2026-04-24T20:31:04.702995,51.67,48.23,147.51,0.0122
2026-04-24T20:26:04.702995,54.52,54.46,140.02,0.0121
2026-04-24T20:21:04.702995,50.08,51.24,132.8,0.016
2026-04-24T20:16:04.702995,59.39,40.36,100.52,0.0105
2026-04-24T20:11:04.702995,46.21,63.52,122.47,0.0136
2026-04-24T20:06:04.702995,53.11,45.57,102.71,0.0265
2026-04-24T20:01:04.702995,50.34,67.23,120.45,0.0244
2026-04-24T19:56:04.702995,53.62,61.99,139.63,0.0174
2026-04-24T19:51:04.702995,57.94,52.15,104.81,0.0114
2026-04-24T19:46:04.702995,52.23,64.81,134.78,0.0168
2026-04-24T19:41:04.702995,57.8,57.65,100.5,0.0274
2026-04-24T19:36:04.702995,36.44,64.4,140.51,0.0281
2026-04-24T19:31:04.702995,38.65,47.3,115.27,0.0128
2026-04-24T19:26:04.702995,51.64,56.86,146.13,0.0127
2026-04-24T19:21:04.702995,49.4,67.14,138.5,0.0167
2026-04-24T19:16:04.702995,32.44,43.59,137.97,0.0277
2026-04-24T19:11:04.702995,32.12,41.91,107.39,0.0179
2026-04-24T19:06:04.702995,30.54,66.12,143.28,0.0267
2026-04-24T19:01:04.702995,52.96,42.76,135.74,0.0109
2026-04-24T18:56:04.702995,50.21,54.14,109.77,0.0238
2026-04-24T18:51:04.702995,45.02,66.94,100.35,0.0196
2026-04-24T18:46:04.702995,47.69,59.31,143.54,0.025
2026-04-24T18:41:04.702995,35.72,57.32,121.25,0.0146
2026-04-24T18:36:04.702995,30.48,58.83,113.64,0.0258
2026-04-24T18:31:04.702995,48.05,52.45,137.09,0.0227
2026-04-24T18:26:04.702995,36.64,42.38,139.04,0.0125
2026-04-24T18:21:04.702995,38.08,68.91,134.36,0.0214
2026-04-24T18:16:04.702995,42.03,49.36,136.16,0.026
2026-04-24T18:11:04.702995,46.15,63.05,123.68,0.0178
2026-04-24T18:06:04.702995,46.21,40.55,128.81,0.0245
2026-04-24T18:01:04.702995,41.27,57.64,143.49,0.0278
2026-04-24T17:56:04.702995,58.02,43.3,122.89,0.0187
2026-04-24T17:51:04.702995,44.17,46.02,145.56,0.017
2026-04-24T17:46:04.702995,58.75,40.58,125.62,0.0237
2026-04-24T17:41:04.702995,48.36,59.13,110.87,0.0198
2026-04-24T17:36:04.702995,30.58,57.42,119.69,0.0175
2026-04-24T17:31:04.702995,52.35,52.62,148.94,0.0153
2026-04-24T17:26:04.702995,57.9,40.47,103.91,0.0102
2026-04-24T17:21:04.702995,58.21,67.57,107.95,0.0252
2026-04-24T17:16:04.702995,48.0,46.4,149.51,0.0202
2026-04-24T17:11:04.702995,37.57,52.6,114.55,0.0117
2026-04-24T17:06:04.702995,48.71,50.8,148.4,0.0213
2026-04-24T17:01:04.702995,46.17,57.54,118.3,0.0257
2026-04-24T16:56:04.702995,33.7,57.1,104.6,0.0133
2026-04-24T16:51:04.702995,36.74,63.45,121.18,0.0212
2026-04-24T16:46:04.702995,52.18,57.42,121.55,0.0185
2026-04-24T16:41:04.702995,47.69,63.75,138.75,0.0278
2026-04-24T16:36:04.702995,48.0,54.79,126.2,0.0189
2026-04-24T16:31:04.702995,33.81,43.04,131.41,0.0254
2026-04-24T16:26:04.702995,35.3,40.17,107.24,0.0245
2026-04-24T16:21:04.702995,51.0,48.14,113.98,0.0214
2026-04-24T16:16:04.702995,41.85,59.28,138.54,0.0118
2026-04-24T16:11:04.702995,55.17,56.14,143.03,0.0154
2026-04-24T16:06:04.702995,50.15,49.71,124.15,0.0285
2026-04-24T16:01:04.702995,31.3,48.32,134.52,0.0204
2026-04-24T15:56:04.702995,51.67,60.21,121.08,0.0155
2026-04-24T15:51:04.702995,48.06,61.21,105.83,0.0174
2026-04-24T15:46:04.702995,57.53,69.13,146.56,0.0255
2026-04-24T15:41:04.702995,45.68,58.99,134.4,0.0165
2026-04-24T15:36:04.702995,35.62,61.19,119.66,0.0182
2026-04-24T15:31:04.702995,32.69,58.28,112.81,0.0274
2026-04-24T15:26:04.702995,36.11,54.55,103.59,0.0143
2026-04-24T15:21:04.702995,46.89,48.67,115.17,0.0113
2026-04-24T15:16:04.702995,45.29,67.35,105.91,0.0237
2026-04-24T15:11:04.702995,43.79,56.68,108.67,0.0155
2026-04-24T15:06:04.702995,36.16,41.91,144.04,0.012
2026-04-24T15:01:04.702995,56.2,50.91,134.84,0.0265
2026-04-24T14:56:04.702995,41.67,55.8,121.41,0.0219
2026-04-24T14:51:04.702995,31.78,50.78,117.86,0.0204
2026-04-24T14:46:04.702995,49.8,55.88,130.2,0.0289
2026-04-24T14:41:04.702995,41.98,48.99,118.89,0.0106
2026-04-24T14:36:04.702995,46.86,41.13,119.63,0.0219
2026-04-24T14:31:04.702995,59.66,67.86,130.27,0.0217
2026-04-24T14:26:04.702995,36.41,41.65,108.07,0.0108
2026-04-24T14:21:04.702995,42.71,52.17,108.59,0.0175
2026-04-24T14:16:04.702995,37.32,41.88,149.28,0.021
2026-04-24T14:11:04.702995,40.2,59.75,130.77,0.0159
2026-04-24T14:06:04.702995,45.56,58.65,116.61,0.0167
2026-04-24T14:01:04.702995,55.61,53.57,127.86,0.0259
2026-04-24T13:56:04.702995,36.64,50.45,115.27,0.0269
2026-04-24T13:51:04.702995,55.08,40.12,125.56,0.0131
2026-04-24T13:46:04.702995,42.1,61.13,125.66,0.0172
2026-04-24T13:41:04.702995,52.41,67.34,128.36,0.0237
2026-04-24T13:36:04.702995,42.69,55.88,117.31,0.0197
2026-04-24T13:31:04.702995,56.2,48.12,130.04,0.0219
2026-04-24T13:26:04.702995,48.69,66.23,124.83,0.0183
2026-04-24T13:21:04.702995,54.08,47.37,115.71,0.0244
2026-04-24T13:16:04.702995,39.35,45.36,135.27,0.0227
2026-04-24T13:11:04.702995,43.49,61.91,122.41,0.0267
2026-04-24T13:06:04.702995,34.08,63.0,126.83,0.0239
2026-04-24T13:01:04.702995,32.52,55.88,147.96,0.0263
2026-04-24T12:56:04.702995,57.81,47.08,138.13,0.0299
2026-04-24T12:51:04.702995,40.46,51.6,134.53,0.0114
2026-04-24T12:46:04.702995,50.52,40.03,106.7,0.0137
2026-04-24T12:41:04.702995,50.26,41.06,126.76,0.0215
2026-04-24T12:36:04.702995,32.07,51.92,119.26,0.0289
2026-04-24T12:31:04.702995,59.35,63.4,114.03,0.0235
2026-04-24T12:26:04.702995,51.36,45.66,104.17,0.0184
2026-04-24T12:21:04.702995,34.43,49.29,106.34,0.0209
2026-04-24T12:16:04.702995,41.43,42.59,116.94,0.0273
2026-04-24T12:11:04.702995,50.24,63.46,133.33,0.0291
2026-04-24T12:06:04.702995,34.64,44.02,121.32,0.0233
2026-04-24T12:01:04.702995,34.53,49.11,137.54,0.0101
2026-04-24T11:56:04.702995,36.55,44.67,149.39,0.0105
2026-04-24T11:51:04.702995,54.56,61.18,113.58,0.0233
2026-04-24T11:46:04.702995,56.24,58.05,114.07,0.0266
2026-04-24T11:41:04.702995,46.06,68.52,120.64,0.0149
2026-04-24T11:36:04.702995,34.9,48.45,128.32,0.015
2026-04-24T11:31:04.702995,47.05,56.31,147.84,0.0282
2026-04-24T11:26:04.702995,44.94,40.32,124.5,0.0105
2026-04-24T11:21:04.702995,41.12,65.69,144.79,0.0216
2026-04-24T11:16:04.702995,51.28,53.09,103.65,0.0119
2026-04-24T11:11:04.702995,56.21,55.36,108.87,0.0285
2026-04-24T11:06:04.702995,44.93,48.73,129.99,0.0181
2026-04-24T11:01:04.702995,41.97,65.1,112.25,0.0169
2026-04-24T10:56:04.702995,53.36,55.52,107.95,0.0199
2026-04-24T10:51:04.702995,31.75,59.9,142.95,0.0221
2026-04-24T10:46:04.702995,58.96,44.98,131.6,0.0252
2026-04-24T10:41:04.702995,49.84,51.98,102.1,0.0247
2026-04-24T10:36:04.702995,43.63,51.76,132.91,0.0294
2026-04-24T10:31:04.702995,58.36,41.79,125.71,0.026
2026-04-24T10:26:04.702995,32.59,46.43,133.6,0.0247
2026-04-24T10:21:04.702995,41.75,55.97,111.24,0.01
2026-04-24T10:16:04.702995,32.14,53.96,130.16,0.019
2026-04-24T10:11:04.702995,54.04,53.46,147.25,0.0193
2026-04-24T10:06:04.702995,42.97,59.02,103.68,0.0229
2026-04-24T10:01:04.702995,36.74,57.35,127.43,0.0267
2026-04-24T09:56:04.702995,30.26,55.81,119.92,0.0251
2026-04-24T09:51:04.702995,57.7,54.28,136.9,0.0266
2026-04-24T09:46:04.702995,34.38,44.6,141.46,0.0187
2026-04-24T09:41:04.702995,55.67,65.32,141.53,0.0102
2026-04-24T09:36:04.702995,53.21,48.95,146.43,0.0171
2026-04-24T09:31:04.702995,53.53,64.36,129.12,0.0233
2026-04-24T09:26:04.702995,41.76,53.28,137.54,0.0139
2026-04-24T09:21:04.702995,48.88,40.58,111.56,0.027
2026-04-24T09:16:04.702995,59.58,46.83,123.18,0.0207
2026-04-24T09:11:04.702995,32.44,47.65,104.58,0.0146
2026-04-24T09:06:04.702995,47.19,56.81,116.58,0.0218
2026-04-24T09:01:04.702995,50.07,46.39,141.84,0.0132
2026-04-24T08:56:04.702995,46.68,51.99,127.58,0.0218
2026-04-24T08:51:04.702995,43.18,40.89,117.28,0.0144
2026-04-24T08:46:04.702995,46.05,41.33,149.84,0.0254
2026-04-24T08:41:04.702995,35.61,51.31,106.64,0.0246
2026-04-24T08:36:04.702995,46.46,49.85,135.54,0.0274
2026-04-24T08:31:04.702995,47.99,66.2,100.65,0.0108
2026-04-24T08:26:04.702995,49.41,67.43,129.56,0.0127
2026-04-24T08:21:04.702995,54.94,60.64,105.16,0.0285
2026-04-24T08:16:04.702995,41.43,67.95,116.46,0.0249
2026-04-24T08:11:04.702995,56.19,66.72,113.82,0.0205
2026-04-24T08:06:04.702995,37.79,69.72,134.02,0.0191
2026-04-24T08:01:04.702995,55.15,59.89,146.72,0.0103
2026-04-24T07:56:04.702995,36.66,56.66,133.27,0.0222
2026-04-24T07:51:04.702995,43.08,44.15,118.46,0.0227
2026-04-24T07:46:04.702995,56.44,59.49,115.3,0.0116
2026-04-24T07:41:04.702995,54.19,44.47,100.31,0.0282
2026-04-24T07:36:04.702995,54.64,61.83,145.16,0.0102
2026-04-24T07:31:04.702995,49.13,69.5,114.79,0.0191
2026-04-24T07:26:04.702995,36.13,43.21,103.7,0.0104
2026-04-24T07:21:04.702995,42.27,67.46,132.63,0.0122
2026-04-24T07:16:04.702995,44.15,53.97,147.44,0.0113
2026-04-24T07:11:04.702995,30.77,53.85,114.66,0.0184
2026-04-24T07:06:04.702995,52.69,53.85,149.43,0.0193
2026-04-24T07:01:04.702995,33.99,51.38,110.51,0.0114
2026-04-24T06:56:04.702995,30.46,44.3,146.36,0.0111
2026-04-24T06:51:04.702995,52.71,69.98,144.2,0.0256
2026-04-24T06:46:04.702995,33.26,53.13,142.55,0.0139
2026-04-24T06:41:04.702995,43.33,58.5,122.32,0.0252
2026-04-24T06:36:04.702995,58.8,50.19,131.5,0.0105
2026-04-24T06:31:04.702995,40.35,67.22,114.93,0.023
2026-04-24T06:26:04.702995,49.26,55.44,115.25,0.0143
2026-04-24T06:21:04.702995,36.94,51.13,133.69,0.027
2026-04-24T06:16:04.702995,38.43,47.95,137.54,0.0224
2026-04-24T06:11:04.702995,46.23,67.22,124.03,0.0157
2026-04-24T06:06:04.702995,50.73,47.0,103.69,0.0276
2026-04-24T06:01:04.702995,53.9,64.75,147.85,0.0239
2026-04-24T05:56:04.702995,38.59,66.88,111.91,0.0288
2026-04-24T05:51:04.702995,48.24,45.62,141.29,0.0146
2026-04-24T05:46:04.702995,40.93,54.07,137.1,0.0129
2026-04-24T05:41:04.702995,52.15,69.07,118.98,0.0239
2026-04-24T05:36:04.702995,36.5,45.25,104.01,0.0174
2026-04-24T05:31:04.702995,38.96,56.81,123.3,0.0229
2026-04-24T05:26:04.702995,52.3,66.44,110.17,0.0199
2026-04-24T05:21:04.702995,35.02,60.66,103.42,0.0184
2026-04-24T05:16:04.702995,45.66,53.56,105.03,0.0128
2026-04-24T05:11:04.702995,37.05,56.86,141.89,0.0137
2026-04-24T05:06:04.702995,55.0,61.06,129.29,0.0142
2026-04-24T05:01:04.702995,34.4,69.17,111.38,0.0168
2026-04-24T04:56:04.702995,57.07,53.57,115.83,0.0174
2026-04-24T04:51:04.702995,40.08,50.09,109.98,0.029
2026-04-24T04:46:04.702995,58.54,60.39,113.96,0.0141
2026-04-24T04:41:04.702995,44.72,58.6,119.73,0.0225
2026-04-24T04:36:04.702995,39.15,56.16,111.54,0.0116
2026-04-24T04:31:04.702995,34.31,61.86,129.1,0.0256
2026-04-24T04:26:04.702995,46.33,64.89,125.89,0.0272
2026-04-24T04:21:04.702995,59.67,57.02,139.69,0.0143
2026-04-24T04:16:04.702995,44.19,49.54,128.19,0.0116
2026-04-24T04:11:04.702995,43.74,54.26,110.69,0.0109
2026-04-24T04:06:04.702995,43.76,46.58,105.87,0.0298
2026-04-24T04:01:04.702995,46.71,62.67,133.11,0.0195
2026-04-24T03:56:04.702995,49.96,57.48,147.29,0.0284
2026-04-24T03:51:04.702995,50.88,53.83,130.87,0.017
2026-04-24T03:46:04.702995,35.12,44.47,104.34,0.0155
2026-04-24T03:41:04.702995,40.75,50.87,145.84,0.0232
2026-04-24T03:36:04.702995,44.01,41.78,139.73,0.0286
2026-04-24T03:31:04.702995,50.28,63.8,121.46,0.0255
2026-04-24T03:26:04.702995,48.01,47.68,130.02,0.0153
2026-04-24T03:21:04.702995,38.14,55.76,134.7,0.0213
2026-04-24T03:16:04.702995,38.39,50.54,101.15,0.0174
2026-04-24T03:11:04.702995,51.85,69.15,145.08,0.015
2026-04-24T03:06:04.702995,56.58,60.95,149.85,0.0271
